author,comment,likes,published_at
@muhammadsubhan2053,"Semangat terus bang 💪💪💪 menyuarakan kebenaran disaat aparat menjadi keparat, di saat pemerintah menjadi sampah",0,2026-04-06T04:28:13Z
@rockbeat.studio,"kasus quadriliun pertamina aja ga terdengar penegakan hukumnya... eh yg cuma ratusan juta aja kena usut, mana ada jasa dibilang markup, yg bisa markup biaya jasa ya sebenarnya penyedia anggarannya.....",0,2026-04-06T03:56:01Z
@geekhale4696,"di video mana gt saya bilang 30jt tuh murah bgt, saya bukan videographer saya bisa bikin video jauh lebih jelek dari itu tapi harga jauh lebih mahal dari itu, kalo g setuju ya g usah deal, di jasa org punya harga masing2, harga berapapun bukan markup menurut saya. kalo suka ya deal kalo g suka/kemahalan y g usah deal",0,2026-04-06T03:50:58Z
@mochzainudin1056,"Penegak dan penegakan hukum di indonesia emang parah. Konyol, ngawur dan asal2an. Yang penting dianggap gak penting yang gak penting dibikin wow. Memang konyol dan anehnya itu dimainkan. Hakim juga iya2 aja. Wadaawww",0,2026-04-06T02:57:06Z
@AndriSitepu-w5y,KEREN...!!,0,2026-04-06T02:49:36Z
@muhammadharits586,14:13 biar nampak ada kerja nya si oknumnya kali bang.. biar cepat naik pangkat,0,2026-04-06T02:28:13Z
@notpoland-1945,Gw udah ditahap semua pejabat (pelayan masyarakat) adalah penjahat,0,2026-04-06T02:00:53Z
@lifelemonade777,PEJABAT GOBLOG!!!!,0,2026-04-06T01:47:31Z
@sarjiyantots-1640,apakah dulu masuk jadi jaksa nyogok kah bang? sampai melakukan hal2x konyol... apakah ada tujuan lain mngkin,0,2026-04-06T01:46:23Z
@Size_xx,"Kalo konteksnya  di harga  seharusnya amsal gk bisa di tuntut  karena sebagai penyedia jasa terserah dia mau kasih harga berapa  mau minta 100 juta kalo konsumen mau pun ya gk masalah karna ini pure bisnis. Yang jadi masalah kalo di temukan amsal melakukan gratifikasi ke aparat desa demi meloloskan proposal,  berapapun nilainya itu akan jadi tindak pidana korupsi, kolusi, neppotisme.",0,2026-04-06T01:41:02Z
@imamchannel02,kita dukung fery irwandi. pemuda hebat rela mencari keadilan,0,2026-04-06T01:35:22Z
@budiisme,"yg korupsi2 besar bagaimana kabar? masak tenggelam korupsi receh 30jt aja .. wakkk, eh para garong2 hutan berdasi, penghianat2 bangsa yg gadai kekayaan alam king Indo gmana kabar. besar kecil namanya korupsi jelas najis ya, tapi kalau yg kecil di ekspos dan yg besar melenggang .. nah, ini yg gak bener. indonesia itu negara besar, kaya raya alam melimpah tapi hanya di nikmati oleh oknum org2 pejabat tertentu serta kepentingan golongannya dan indonesia tidak kekurangan org2 pintar tapi indonesia krisis org2 jujur dan berintegritas #indonesiamaju #indonesiajaya",0,2026-04-06T01:21:49Z
@hifnitamrin3811,goblooogggg....goblog,0,2026-04-06T00:44:24Z
@babyoyi1997,Bedah jg upaya makar oleh profesor dan intelektual katanya,0,2026-04-06T00:39:20Z
@willymilansukamto2133,Beginilah kualitas pejabat2 yg masuknya pake nyogok,0,2026-04-06T00:35:18Z
@Hasanudin-xq9pb,ya Allah kasihan Amsal di egeri ini,0,2026-04-06T00:26:29Z
@JalanLintas-f8t,"Sengaja di kasuskan sama mereka bang, Karna  bukan orang mereka yang dapat proyek itu bang, jadi biasalah,ga kebagian duitnya 🤣🤣🤣",0,2026-04-05T23:25:30Z
@supandi6361,Mark up sudah umum di indonesia.,0,2026-04-05T23:23:38Z
@donitriyawan6892,Aparatnya aja makin goblok gmna indo mau bener,0,2026-04-05T22:57:20Z
@tjaturhendrarto7906,"Alhamdulillah...🤲
.... penjahat-penjahat hukum antara lain :
Jaksa...
Polisi...
Hakim...
... bodoh-bodoh...
Sehingga kami masyarakat umum mudah melihatnya !!!
🤲🤲🤲",0,2026-04-05T22:11:18Z
@rh4382,Asli... penegakan hukum di ga jelas pada kasus ini..sudah jelas jelas MK memutuskan lembaga audit harus BPK pada kasus kasus..jangan pakai inspektorat..karena inspektorat banyak yang ga paham...terkadang ada unsur politik nya kasus kasus beginian...penuh tuh penjara dengan orang yang hanya menjadi korban hukum yang tidak adil,0,2026-04-05T21:21:28Z
@dedetsuryani8402,"keyakinan saya atau dugaan saya, mungkin hanya setoran saja. sehingga yaaa begini. karna kasus ini jaggal.",0,2026-04-05T20:30:18Z
@Mp3PopIndonesia,"Orang tua nya menyekolah kan anak nya biar pintar. Bukan biar jadi penjahat 
Hadeuuhhhhhh",0,2026-04-05T19:57:33Z
@MohRoihan-ok6kf,Sudah jelas pejabat di Sumut lulusan SD,0,2026-04-05T19:19:53Z
@muzharjuniardi8748,"Kok bisa jaksanya seperti itu ya? Apa kalian rela jaksa kalian seperti itu? Bunuh aja klo ngga berguna, malah merepotkan rakyat!!! Bodoh😂",0,2026-04-05T18:05:30Z
@jockeylah,WANI PIRO nya gada sih !,0,2026-04-05T17:57:34Z
@IdoGaga-s8f,"Jaksa bisa di pidana balik itu
Pasal penyalahan wewenang",0,2026-04-05T17:42:47Z
@AzizYandini,t0l0l semua aparat penegak hukum Indonesia,0,2026-04-05T17:37:43Z
@wawangssc,yang audit tu sok suci padahal lum tentu dia bersih 😂,0,2026-04-05T17:25:55Z
@dimvaryasyfibryatta2586,Kemungkinan IQ jaksanya jongkok 😂,1,2026-04-05T17:05:54Z
@AgysTaiio,"Promoteus Sem kata Rocky Gerung..,Seharusnya menjadi Malu.karsna tidak bisa Betpikir. Memang Indonesia isinya Primata./asli Beneran Homo Erectus...🤣🤣😁😁😆😆😆",0,2026-04-05T16:00:38Z
@AgysTaiio,"Promoteus Sem kata Rocky Gerung..,Seharusnya menjadi Malu.karsna tidak bisa Betpikir. Memang Indonesia isinya Primata./asli Beneran Homo Erectus...🤣🤣😁😁😆😆😆",0,2026-04-05T16:00:22Z
@yessi_Mo05,"Dari kemarin mo nonton ke tunda Mulu

Bisa jadi kasus ini hanya sebagai pengalihan dari korupsi2 lain bang.... 😮",0,2026-04-05T15:57:45Z
@yessi_Mo05,"Bagaimana bisa di anggap korupsi, dia kerja hasil nyata wajar dong di bayar

Toh mengajukan proposal dan nilai harga seni dan kreativitas itu harganya tidak ternilai",0,2026-04-05T15:53:38Z
@FerryRenaldo,👍🏻,0,2026-04-05T15:44:25Z
@babyasland6179,Inspektorat di kabupaten.. taulah kualitas kayak gmna 😂😂😂,0,2026-04-05T15:38:31Z
@abqaryTVchanel,videonya hasil karya pak amsal keren banget... mana mungkin nol biayanya.. terlalu bodoh jaksanya.. paraaah/ sekolah dimanaaaaa tuh jaksa,0,2026-04-05T15:31:45Z
@junaedisuryaman92,Kalah sama patung gajah mungkur 1m yg bentuknya .... 😂,0,2026-04-05T15:21:47Z
@H-matrix,"USUL. KAN MAS 
KORUTOR HARUS DI HUKUM. MATI",0,2026-04-05T15:13:22Z
@orangdingin53,"Salam kenal dari Kalbar...... Semangat terus bg, terima kasih atas ilmunya",0,2026-04-05T14:36:11Z
@sulliberty5969,"Iya bang, miris melihat kasusnya, macam c*c*t logik, dan semoga pihak"" yg merugikan pada kasus ini mendapat balasan, agar mereka bisa sadar bahwa mayarakat tidak bodoh seperti mereka, huf . . Negriku tercinta semoga lekas lebih baik.",0,2026-04-05T14:30:00Z
@Tonitoni01,KACAUNYA PEMDA SETEMPAT😢,0,2026-04-05T14:24:26Z
@NoorSalim-i5q,Gak bisa lagi di pikir dengan otak.. ini binatang udah..,0,2026-04-05T14:23:32Z
@nandosnbg5205,LIHAT WO NIH NEGARA LOEEE 1 TAHUN LOE PIMPIN MAKIN LAWAK NIHH NEGARA!!!!👎👎👎👎👎👎👎,0,2026-04-05T13:52:27Z
@Diniepusp,kelanjutan jaksanya gimana tuh??? dapat sangsi apa???,0,2026-04-05T13:48:26Z
@AgnosticMan24,Sejak kapan boomer punya common sense?,0,2026-04-05T13:44:14Z
@GifPoll,Banyak orang yang meragukan SDM hakim & jaksa yg mewakili hukum di negeri ini 🙏,2,2026-04-05T13:38:43Z
@ariefharsono2162,Kok bisa org bodoh bisa menjadi penegak hukum?!,0,2026-04-05T13:35:02Z
@friedec3622,"Udah paling bener, gausah sok2an jadi vendornya pemerintah.

Mending gausah. Pemerintah korup kek gtu seneng klo lu mau jadi kambing hitam mereka.",0,2026-04-05T13:30:36Z
@Wimwid,Singkat kata Orang Inpektorat yg otaknya kemasukan air laut !,0,2026-04-05T12:32:40Z
@cristianoronaldo-bi9gx,Jaksa jaksa dong*,0,2026-04-05T12:31:16Z
@jonijoni8004,"Gue jga heran.. !! Emang mereka PH dlm kasus ini  sangat""   memalukan..!!!",0,2026-04-05T12:00:52Z
@DeltaAlfa-i7t7e,"MEMANG TOLOLL NYA KEPALA JAKSA PEREMPUAN ITU, PEPEK AJA TAU NYA, NGENTOT .",0,2026-04-05T11:33:57Z
@timbottimbot2054,"Dari berita ini kita bisa lihat bagaimana, cara berfikir orang orang hukum dan pemerintah....! Saya yakin pemerintah atau hukum di indonesia lebih baik di urusi sama anak anak SMA indonesia yang hebat. Daripada gen Bommer atau gen X. Soalnya 2 gen ituh udah cukup merusak negara dengan cara berfikir mereka yang terlalu bodoh.",0,2026-04-05T11:32:56Z
@kopipahit199,"Bang Ferry bisa bantu gak angkat kasus yang lagi viral sekarang dimana ratusan pekerja PT HILLCON yang kena PHK massal dimana Gaji,Pesangon, dan THR tidak diberikan kepada karyawan. Yang lebih ngenesnya Pihak Perusahaan tidak melakukan pembayaran BPJS selama lebih darI setahun sementara Perusahaan melakukan pemotongan Gaji untuk BPJS. Alhasil Karyawan tidak bisa mencairkan Dana dari BPJS dan hanya gigit jari menanti Penindakan yang entah kapan bisa diselesaikan",1,2026-04-05T11:04:08Z
@sweetDream-j3x,Udah gak aneh kerjaannya para pejabat negeri konoha.bukan urusin bangsa dan rakyat tp mantau berita2 yg menyudutkan aparat negara untuk di tutupi dengan isu2 dan akal2 pejabat !(,0,2026-04-05T10:59:23Z
@muhammadtrihartono3132,Tuntut balik atas pencemaran nama baik,0,2026-04-05T10:44:02Z
@On55football,😂ASN yang di hukum sudah menikmati dari desa. Kocak memang.,0,2026-04-05T10:35:11Z
@TesLogika10,Tolol Cok ide ngak dihargai,0,2026-04-05T10:31:32Z
@MursidinIdin-s1r,"Para penegak hukum harus ""BERUBAH"" .
Kedepankan integritas.
Rubah mindset.
Masyarakat adh cerdas.
Semua lembaga penegak hukum termasuk HAKIM.",0,2026-04-05T10:14:50Z
@pitrajaya9946,manusia oknum jaksa2 yg dipanggil Komisi III DPR RI wkt itu telah mencedrai hukum dalam kasus Amsal Sitepu tolong dipecat semuanya krn mereka itu manusia2 yang sangat memalukan serata T*L0L,0,2026-04-05T09:46:38Z
@GenBravo,"👉 Penasehat Presiden, DPR, Konsultan tidak ada artinya karena mereka semua kerjanya memberikan IDE. 😅😅😅
Justru peradaban maju karena IDE. Penerima Nobel pun berjasa dar IDE.. 😅😅😅",0,2026-04-05T09:41:46Z
@tugimanpelawan7499,"Editan kreatifitas sound dsb bisa 0 kalau yg ngejakan pegawai / ASN karena dia bergaji bulanan. Lah ini kan kontrak kepada pihak ke II, lucu bin ajaib.",0,2026-04-05T09:38:03Z
@bayuandany1290,"Saya ngerti, karena saya juga pekerja seni meski di dlm perusahaan. Waktu tau kasus ini pertama kali & denger/liat klo jasa editing dihargain nol rupiah, saya juga ikut emosi. Pengen nampol pake dengkul rasanya. Gila aja nol rupiah, itu sama aja mau beli nasgor pinggir jalan, tp yg didapet cuma nasi, bumbu2, telor mentah, karena jasa masaknya nol rupiah 😂",0,2026-04-05T08:31:28Z
@grandonggaming9534,apa di konoha udah kebanyakan ahli hukum ya.. jadi nyari2 kasusnya maksa.. lawak emang wkwk,0,2026-04-05T08:28:26Z
@putradyk3108,Asli konyol banget tidak jelas,0,2026-04-05T08:11:44Z
@ryanjrsihotang5586,Masih ingatt?gub serly laos yg tolak sekian M untuk cari laporan kerusakan jalan?,0,2026-04-05T08:07:24Z
@endrikmaghriza5670,orang2 yg bilang jangan ikut2. padahal bung ferry irwandi sebelum yotube nya seperti sekarang isinya ilmu2 videgrafi semua wkwkw,0,2026-04-05T07:39:43Z
@iyaa_898,Ada upload video dari karo yg bilang itu wilayah desa yg dibuat profil adalah desa pelosok & medannya berat. Jadi kalo tiap desa dihargai 30jt itu dah murah mengingat kondisi geografis desa2nya,0,2026-04-05T07:33:13Z
@Rakyatbingung,"Kocak dan memalukan,kaya kurang kerjaan aja",0,2026-04-05T07:32:34Z
@benja8513,Dan si paling RAB malah berdebat sama lu bang..ngakakk😅😂,0,2026-04-05T07:31:21Z
@andri_abs142,"Kalau gk ngerti seni seorang editor, jgn asal ngomong

Kalau ada org jual seni lukis abstrak 1m, gmn dan apa yg mau dibahas kalau gk ngerti ?
#saveAMSAL",0,2026-04-05T07:30:50Z
@suyitno8378,"Seandainya pun kemahalan, tapi para pemakainya (lurah lurah nya) tetap mau beli, amsal sebagai penjual bukan pejabat publik sebagai pembeli nya....kalau ada  mark up kan pelakunya pejabat publiknya, bukan amsal sebagai penyedia jasa karena amsal bukan penyuap/ tidak melakukan sogokan, hadiah ke lurah/pejabat publik",0,2026-04-05T07:30:35Z
@dedemaulana1088,"Makan tuh,,,mungkin kejaksaan setempat ga nyangka beritanya bakal seheboh ini dan banyak di bahas akun2 yTub besar😂",0,2026-04-05T06:56:17Z
@luqmanimamm528,Parah ini mah,0,2026-04-05T06:44:49Z
@SarjitoSarjito-w8n,Kasus ini diviralkan karena untuk menutupi kasus yg lebih serius yg sedang terjadi...,1,2026-04-05T06:42:13Z
@hyperstahbloo4395,Hidup joko,0,2026-04-05T06:39:49Z
@siocutomowid1049,"Lho lho lho lho lho... bukannya korupsi itu halal bihalal di Konoha, cuma babi dan anjing aja yg haram",0,2026-04-05T06:02:56Z
@vickyyudiska,Jaksa nya boleh gw ajak debat gak sih ?? Greget bgt Ama manusia TOLOL kronis kaya gini.. kok bisa org sperti itu jd jaksa ?? GUOBLOKK !!!!,0,2026-04-05T05:51:01Z
@lorosae99,Kajari nya dipencundangi jaksa yg masih anak kemarin  jadi mohon jksa agung agar dibina lagi jaksanya.,0,2026-04-05T05:45:05Z
@sinemakita.indonesia,"tetap aja, 1.2 milyar proyek video profil desa 'MEMBAGONGKAN"" ini keributan masalah KEBAGIAN dan TIDAK KEBAGIAN aja",0,2026-04-05T05:36:19Z
@mrpwr-h3d,"Itu kemungkinan adalah PL (penunjukan langsung) tp itu pemerintah daerahnya beruntung, karena harganya murah sekali",0,2026-04-05T05:35:43Z
@HitoriGotto-q3e9s,"Dengan terjadinya kasus ini, kita bisa belajar buat jangan pernah bekerja sama dengan pemerintah",0,2026-04-05T05:30:28Z
@AK-sn1fb,Dari Pemda hingga Jaksanya Tolol berjamaah..,1,2026-04-05T05:28:55Z
@monexnom,Hukum mbelgedes,0,2026-04-05T05:25:44Z
@CryptoHumanXyz,"Keren bang, tanpa iklan 🙏",0,2026-04-05T05:20:20Z
@Thefrayedpulse,PENGALIHAN ISUUUU,0,2026-04-05T05:14:49Z
@FitriAgustin-p8e,3:10 baarakallahu fiikum,0,2026-04-05T05:11:01Z
@dianmegawati6844,"Sehat2 Ferry irwandi, terus mengedukasi dan menyuarakan kebenaran, 👍👍👍",0,2026-04-05T05:04:18Z
@anggaridejournalgrab,"Nah inilah salah satu kasus yg menyebabkan para software engineer lokal enggan berkreasi dan bekerja sama dengan pemerintah, anggaran sudah murah masih dianggap korupsi pula, hadehhhh 😮‍💨",0,2026-04-05T04:58:09Z
@tolema7661,"Dalam kasus ini 
Kejaksaan karo sedang membuat  kambing hitam untuk rekanan mereka & amsal jadi target untuk jadi korbannya",0,2026-04-05T04:58:06Z
@myakobuskeneng3037,"Kasus Amsal Sitepu ini sebenarnya kasus biasa. Yang buat viral itu karena dimuat dimedsos. Kasus mudah sasja :
1. Ada APBDes, apakah ada anggaran utk pembuatan video profil tersebut atau tidak..? Jika tidak ada maka itu melanggar hukum.
2. Kepala desa secara diskresi bisa buat keputusan utk menggunaan anggaran. Kepala desa harus buat surat kerjasama dengan pembuat video tersebut. Dalam surat kerjasama harus tertera semua biaya. Surat kerjasama itu sangat penting sebagai bukti.
3. Kepala desa harus buat LPJ sebagai bentuk pertanggung jawaban atas penggunaan anggaran.
4. Ini bukan soal menghambat industri kreatif tapi soal prosedur penggunaan anggaran dan uang negara.
Jadi kasus ini sangat mudah jika prosedur penggunaan angaran tidak sesuai.",0,2026-04-05T04:41:41Z
@widiyanto-p9x,ketololan hukum yang salah sasaran bukannya memburu regulasi penyedia anggaran malah yg dagang jasanya dihajar,0,2026-04-05T04:29:43Z
@ilhamsonai7507,Mungkin pihak spektorat biasa edit vidio pake capcut garatisan 😂😂😂😂.,0,2026-04-05T04:17:08Z
@willy1980juo,itulah jika jaksa sekolahnya NYOGOK,0,2026-04-05T04:14:54Z
@masd896,Gw yakin tu orang suka nonton suka pake software bajakan😂,0,2026-04-05T04:12:56Z
@RachmadaniFAG,"Justru hakim ga boleh terpengaruh dan sebisa mungkin ga boleh melihat video anda bung ferry, biarkan nurani berbicara.",0,2026-04-05T03:58:37Z
@RachmadaniFAG,Silahkan teman2 liat berita dan putusan terbaru,0,2026-04-05T03:55:56Z
@nurafiyatekamurtiamir195,"Kesimpulannya : negara kita lagi sakit. Jadi, wahai masyarakat jangan mendekat dulu sama pemerintah.",0,2026-04-05T03:53:09Z
@mirav8165,*SETUJU: BODOH DAN MEMALUKAN.. itu kata2 yg tepat.. kalau perlu ditambah lagi kata DAGELAN*,0,2026-04-05T03:44:23Z
@rafiqchannel1530,"Kayaknya sih, Intinya video profil desa itu ide mereka dengan harapan proyeknya dikasi ke mereka, eh taunya ada pihak ketiga lain yang menangin kepercayaan dari para kades, ya kesal lah.😂😂 Hal kayak gini udah gak heran, Pemda kerap kali kasi kewajiban ini lah itu lah, biasanya ke desa, lalu ujung2 nya, uangnya SeTOR kemereka dengan dalih membantu mempasilitasi pihak desa buat ngerjain proyeknya, berharap dapat untung banyak, eh ada yang rebut. Kesal dong.. mungkin gak cuma desa, bisa jadi sekolah juga digituin buat bisa kecipratan dana bos nya,. Saya yakin kalau video itu jelek asal2an yang mana itu produk dari komplotan mereka sendiri pasti lolos audit itu.",0,2026-04-05T03:44:06Z
@ClarissaHawaSutrisno,"K©pl4k... 😂😂😂
Kenapa pejabat Konoha hampir pada seperti itu?😂😂😂",0,2026-04-05T03:38:49Z
@kurotaayun5203,"Singkatnya, memang PANTEK kejari karo itu!!!!",0,2026-04-05T03:32:05Z
@zzbbzzzzz,boomer lagi kah?,0,2026-04-05T03:29:45Z
@Hahahahahahaha-m9n,Ga habis pikir gw sumpah,0,2026-04-05T03:26:17Z
@AbidzarOroh,Jek sa kairooo GOBLOK,0,2026-04-05T03:02:53Z
@rimajok3024,MAAF ya mungkin si JAKSA ini kurang kontol..eeh maaf kurang kontrol ATAS penuntutannya kepada tersangka yg TDK bersalah SAMA sekali.. JAKSA DAJJAL ini keturunan PKI GAYA BARU...,0,2026-04-05T02:58:58Z
@ulatbulunaikdaun6797,"karna jaksa indonesia di seleksi bukan karna skill dan kemampuan untuk kejujuran,, sebab di awal sudah disuguhi dengan suap agar lulus seleksi dan lulus sarjana.",0,2026-04-05T02:57:02Z
@ariondosipayung9495,"Harusnya PEMDES, dan Dinas Terkait yg diseret ke Hukum, ditengah efisiensi anggaran malah menganggarkan untuk pembuatan video profil sebesar 30 juta, urgensinya video profil itu apa? Apa feedback-nya untuk masyarakat desa itu? Pemborosan itu namanya",0,2026-04-05T02:56:35Z
@DjakaTarub,"12:37 GW kalo jadi hakimya ngamuk di kasih dokumen dakwaan kayak gini.
Toppp setuju bung 😂",0,2026-04-05T02:48:01Z
@penjualairputih557,"Koruptor pejabat dan oligarki yg trilyunan gak bisa
Giliran nangkap usaha kreatif yg kelas UMKM gercep banget
Koplak",1,2026-04-05T02:34:59Z
@kusnindaryalapratama9447,"Intinya itu adalah:
Setiap proyek desa biasanya pemda minta setoran [ mungkin gak diajak menyusun RAB ]
Diduga si Amsal gak ngasih fee ke atas
Diduga ada celah yg bisa dijadikan cuan tapi si Amsal gak mau berbagi",0,2026-04-05T02:04:21Z
@haryonoprasetyo,"Justru sebenarnya yg bermain di kasus ini adalah tim lelangnya yg notabene dari pihak Pemda sendiri, proposal dari Amsal senilai Rp. 30.000.000, sdh benar karena sesuai dengan proposal yg diajukan. Kalau Inspektorat merasa itu terlalu mahal kenapa tidak melakukan investigasi waktu proses lelangnya. Dan pastinya lelangnya waktu itu pasti sistem lelang terbuka dan pastinya ada pihak ketiga lainnya sebagai pembanding",0,2026-04-05T01:43:39Z
@kikyzulkarnaen4443,Klo pihak mereka yg buat pasti ada tuh biaya2 siluman😅😅😅😅,0,2026-04-05T01:41:49Z
@nadilalaode4915,GOBLOK!,0,2026-04-05T01:34:56Z
@Semut_Kalireng,"Negara sibuk ngurusin korup kecoa jelata doang, itu Freeport mc dermot ambil Emas 1 gunung  
 bayar tembaga mata picek kabih.
Dasar antek2 Vangzat.",0,2026-04-05T01:24:58Z
@3pa13_juanhoseaputra3,"1 kesalahan si amsal, percaya dan kerja sama dengan pemerintah",0,2026-04-05T01:24:14Z
@ahmadabdullahhasansiddiq10803,Jaksa sekarang pekerjaannya apakah nyapu warga atau nyapu nyapu kasus mereka😅,0,2026-04-05T01:13:27Z
@faker55555,"Jadi nanti para vendor bisa dijadikan kambing hitam untuk koruptor yeah 
Para koruptor unlock new skill😂",0,2026-04-05T01:01:39Z
